machine,method,algorithm,iterations,start time (unix),stop time (unix),total time,time per iteration,baseline power,on-load power,total power used,joules per iteration,iterations per joule
pi4,key generation,ECDH P-256,100,1775822722,1775822724,2.427581787,0.024275818,1.570606,2.88552,1.314914,0.031920613,31.32771939
pi4,key generation,ML-KEM-512,100,1775822757,1775822759,2.476438999,0.02476439,1.570606,2.96483,1.394224,0.034527107,28.96275103
pi4,key generation,ML-KEM-768,100,1775822791,1775822794,2.488823652,0.024888237,1.570606,2.983366,1.41276,0.035161105,28.44051685
pi4,key generation,ML-KEM-1024,100,1775822843,1775822846,2.508616447,0.025086164,1.570606,2.977697,1.407091,0.035298516,28.32980267
pi4,key generation,ML-DSA-44,100,1775822873,1775822876,2.549600363,0.025496004,1.570606,2.931429,1.360823,0.034695548,28.82214156
pi4,key generation,ML-DSA-65,100,1775822905,1775822908,2.685709715,0.026857097,1.570606,3.006834,1.436228,0.038572915,25.92492691
pi4,key generation,ML-DSA-87,100,1775822949,1775822952,2.66472578,0.026647258,1.570606,2.924168,1.353562,0.036068716,27.72485752
pi4,key generation,SLH-DSA-SHA2-128s,100,1775822982,1775823015,32.41337848,0.324133785,1.570606,2.993521,1.422915,0.461214824,2.16818703
pi4,key generation,SLH-DSA-SHA2-128f,100,1775823043,1775823046,2.969686031,0.02969686,1.570606,2.940057,1.369451,0.040668395,24.58911886
pi4,key generation,SLH-DSA-SHAKE-128s,100,1775823067,1775823102,35.88268995,0.3588269,1.570606,2.803818,1.233212,0.442509638,2.259837782
pi4,key generation,SLH-DSA-SHA2-192s,100,1775823140,1775823186,46.40865946,0.464086595,1.570606,2.974378,1.403772,0.651471767,1.534985936
pi4,key generation,SLH-DSA-SHA2-192f,100,1775823220,1775823223,3.157778502,0.031577785,1.570606,2.959449,1.388843,0.043856586,22.80159261
pi4,key generation,SLH-DSA-SHAKE-192s,100,1775823251,1775823302,51.14275026,0.511427503,1.570606,2.816114,1.245508,0.636987046,1.569890638
pi4,key generation,SLH-DSA-SHA2-256s,100,1775823332,1775823363,31.36960554,0.313696055,1.570606,3.004403,1.433797,0.449776463,2.223326656
pi4,key generation,SLH-DSA-SHA2-256f,100,1775823393,1775823397,4.282641888,0.042826419,1.570606,3.018874,1.448268,0.062024132,16.12275686
pi4,key generation,SLH-DSA-SHAKE-256s,100,1775823427,1775823462,34.58225965,0.345822597,1.570606,2.871086,1.30048,0.44973537,2.223529804
pi4,signatures,RSA-2048,100,1775823493,1775823495,1.943701506,0.019437015,1.570606,2.878024,1.307418,0.025412303,39.35101774
pi4,signatures,ECDSA P-256,100,1775823524,1775823525,1.361383677,0.013613837,1.570606,3.019578,1.448972,0.019726068,50.69433936
pi4,signatures,ML-DSA-44,100,1775823568,1775823570,1.556657791,0.015566578,1.570606,2.854507,1.283901,0.019985945,50.03516234
pi4,signatures,ML-DSA-65,100,1775823609,1775823611,1.742378712,0.017423787,1.570606,2.966966,1.39636,0.024329879,41.10172453
pi4,signatures,ML-DSA-87,100,1775823649,1775823651,1.830137253,0.018301373,1.570606,2.932122,1.361516,0.024917612,40.13225743
pi4,signatures,SLH-DSA-SHA2-128s,100,1775824918,1775825148,229.2515771,2.292515771,1.570606,2.977717,1.407111,3.22582416,0.309998298
pi4,signatures,SLH-DSA-SHA2-128f,100,1775825191,1775825203,12.33998036,0.123399804,1.570606,2.972381,1.401775,0.17297876,5.781056596
pi4,signatures,SLH-DSA-SHAKE-128s,100,1775825233,1775825489,256.1605525,2.561605525,1.570606,2.830321,1.259715,3.226892904,0.309895627
pi4,signatures,SLH-DSA-SHA2-192s,100,1775825527,1775825933,406.3637798,4.063637798,1.570606,3.015367,1.444761,5.870985408,0.170329158
pi4,signatures,SLH-DSA-SHA2-192f,100,1775825978,1775825997,19.4843843,0.194843843,1.570606,2.951634,1.381028,0.269084803,3.716300548
pi4,signatures,SLH-DSA-SHAKE-192s,100,1775826583,1775827024,440.8552017,4.408552017,1.570606,2.811693,1.241087,5.471396597,0.182768692
pi4,signatures,SLH-DSA-SHA2-256s,100,1775827088,1775827447,358.381948,3.58381948,1.570606,3.000547,1.429941,5.124650411,0.195135262
pi4,signatures,SLH-DSA-SHA2-256f,100,1775827487,1775827525,38.3431921,0.383431921,1.570606,2.962679,1.392073,0.533765225,1.873482861
pi4,signatures,SLH-DSA-SHAKE-256s,100,1775827599,1775827986,386.346638,3.86346638,1.570606,2.807194,1.236588,4.777516163,0.209313787
,,,,,,,,,,,,
MacBookAir,key generation,RSA-2048,100,1775839466,1775839472,5.759809017,0.05759809,,,,,
MacBookAir,key generation,ECDSA P-256,100,1775839486,1775839487,1.242597103,0.012425971,,,,,
MacBookAir,key generation,X25519,100,1775839499,1775839500,1.177765846,0.011777658,,,,,
MacBookAir,key generation,ECDH P-256,100,1775839521,1775839523,1.225550175,0.012255502,,,,,
MacBookAir,key generation,ML-KEM-512,100,1775839538,1775839539,1.234700918,0.012347009,,,,,
MacBookAir,key generation,ML-KEM-768,100,1775839553,1775839554,1.237864971,0.01237865,,,,,
MacBookAir,key generation,ML-KEM-1024,100,1775839568,1775839569,1.24290204,0.01242902,,,,,
MacBookAir,key generation,ML-DSA-44,100,1775839580,1775839582,1.246963978,0.01246964,,,,,
MacBookAir,key generation,ML-DSA-65,100,1775839597,1775839598,1.260182858,0.012601829,,,,,
MacBookAir,key generation,ML-DSA-87,100,1775839610,1775839612,1.274945021,0.01274945,,,,,
MacBookAir,key generation,SLH-DSA-SHA2-128s,100,1775839696,1775839700,3.903486252,0.039034863,,,,,
MacBookAir,key generation,SLH-DSA-SHA2-128f,100,1775839714,1775839716,1.270345926,0.012703459,,,,,
MacBookAir,key generation,SLH-DSA-SHAKE-128s,100,1775839737,1775839746,8.506215096,0.085062151,,,,,
MacBookAir,key generation,SLH-DSA-SHA2-192s,100,1775839760,1775839765,5.105163813,0.051051638,,,,,
MacBookAir,key generation,SLH-DSA-SHA2-192f,100,1775839834,1775839835,1.289626837,0.012896268,,,,,
MacBookAir,key generation,SLH-DSA-SHAKE-192s,100,1775839862,1775839874,11.99640107,0.119964011,,,,,
MacBookAir,key generation,SLH-DSA-SHA2-256s,100,1775839888,1775839892,3.779427767,0.037794278,,,,,
MacBookAir,key generation,SLH-DSA-SHA2-256f,100,1775839907,1775839909,1.420475245,0.014204752,,,,,
MacBookAir,key generation,SLH-DSA-SHAKE-256s,100,1775839920,1775839929,8.315044165,0.083150442,,,,,
MacBookAir,signatures,RSA-2048,100,1775839947,1775839948,0.720376968,0.00720377,,,,,
MacBookAir,signatures,ECDSA P-256,100,1775839964,1775839965,0.642595053,0.006425951,,,,,
MacBookAir,signatures,ML-DSA-44,100,1775839984,1775839985,0.689507008,0.00689507,,,,,
MacBookAir,signatures,ML-DSA-65,100,1775840002,1775840003,0.718020201,0.007180202,,,,,
MacBookAir,signatures,ML-DSA-87,100,1775840021,1775840022,0.73995018,0.007399502,,,,,
MacBookAir,signatures,SLH-DSA-SHA2-128s,100,1775840035,1775840056,20.95699,0.2095699,,,,,
MacBookAir,signatures,SLH-DSA-SHA2-128f,100,1775840071,1775840073,1.615844011,0.01615844,,,,,
MacBookAir,signatures,SLH-DSA-SHAKE-128s,100,1775840086,1775840142,56.07768297,0.56077683,,,,,
MacBookAir,signatures,SLH-DSA-SHA2-192s,100,1775840157,1775840196,38.74457908,0.387445791,,,,,
MacBookAir,signatures,SLH-DSA-SHA2-192f,100,1775840211,1775840213,2.305307865,0.023053079,,,,,
MacBookAir,signatures,SLH-DSA-SHAKE-192s,100,1775840228,1775840326,97.8294189,0.978294189,,,,,
MacBookAir,signatures,SLH-DSA-SHA2-256s,100,1775840347,1775840383,35.56976795,0.35569768,,,,,
MacBookAir,signatures,SLH-DSA-SHA2-256f,100,1775840399,1775840403,4.07557106,0.040755711,,,,,
MacBookAir,signatures,SLH-DSA-SHAKE-256s,100,1775840420,1775840505,85.57181525,0.855718153,,,,,
,,,,,,,,,,,,
Thinkpad-Intel,key generation,RSA-2048,100,1775907376,1775907381,5.382231951,0.05382232,,,,,
Thinkpad-Intel,key generation,ECDSA P-256,100,1775907389,1775907390,1.044118643,0.010441186,,,,,
Thinkpad-Intel,key generation,X25519,100,1775907413,1775907414,1.106539726,0.011065397,,,,,
Thinkpad-Intel,key generation,ECDH P-256,100,1775907421,1775907422,1.142499447,0.011424994,,,,,
Thinkpad-Intel,key generation,ML-KEM-512,100,1775907431,1775907433,1.080096006,0.01080096,,,,,
Thinkpad-Intel,key generation,ML-KEM-768,100,1775907443,1775907444,1.167750835,0.011677508,,,,,
Thinkpad-Intel,key generation,ML-KEM-1024,100,1775907453,1775907455,1.006397486,0.010063975,,,,,
Thinkpad-Intel,key generation,ML-DSA-44,100,1775907466,1775907467,0.988763332,0.009887633,,,,,
Thinkpad-Intel,key generation,ML-DSA-65,100,1775907477,1775907478,1.181645632,0.011816456,,,,,
Thinkpad-Intel,key generation,ML-DSA-87,100,1775907488,1775907490,1.291573763,0.012915738,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHA2-128s,100,1775907503,1775907514,11.76935744,0.117693574,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHA2-128f,100,1775907762,1775907763,1.41913414,0.014191341,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHAKE-128s,100,1775907827,1775907841,13.25737286,0.132573729,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHA2-192s,100,1775907889,1775907905,16.5856874,0.165856874,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHA2-192f,100,1775907923,1775907924,1.244596958,0.01244597,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHAKE-192s,100,1775907996,1775908015,18.84850049,0.188485005,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHA2-256s,100,1775908114,1775908126,11.25895333,0.112589533,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHA2-256f,100,1775908143,1775908145,1.636405468,0.016364055,,,,,
Thinkpad-Intel,key generation,SLH-DSA-SHAKE-256s,100,1775908158,1775908171,12.84180617,0.128418062,,,,,
Thinkpad-Intel,signatures,RSA-2048,100,1775908185,1775908186,0.487825394,0.004878254,,,,,
Thinkpad-Intel,signatures,ECDSA P-256,100,1775908203,1775908204,0.506770134,0.005067701,,,,,
Thinkpad-Intel,signatures,ML-DSA-44,100,1775908218,1775908218,0.741718292,0.007417183,,,,,
Thinkpad-Intel,signatures,ML-DSA-65,100,1775908237,1775908238,1.018615961,0.01018616,,,,,
Thinkpad-Intel,signatures,ML-DSA-87,100,1775908252,1775908253,0.687982559,0.006879826,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHA2-128s,100,1775908270,1775908353,82.39905834,0.823990583,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHA2-128f,100,1775908401,1775908405,4.503129721,0.045031297,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHAKE-128s,100,1775908421,1775908514,93.212497,0.93212497,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHA2-192s,100,1775908536,1775908682,145.8609898,1.458609898,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHA2-192f,100,1775908971,1775908978,7.083338022,0.07083338,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHAKE-192s,100,1775909066,1775909227,161.2011859,1.612011859,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHA2-256s,100,1775909254,1775909383,129.4984679,1.294984679,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHA2-256f,100,1775909405,1775909419,13.94060707,0.139406071,,,,,
Thinkpad-Intel,signatures,SLH-DSA-SHAKE-256s,100,1775909446,1775909588,141.9696558,1.419696558,,,,,
,,,,,,,,,,,,
Thinkpad-AMD,key generation,RSA-2048,100,1775904920,1775904924,4.08355546,0.040835555,,,,,
Thinkpad-AMD,key generation,ECDSA P-256,100,1775904934,1775904935,0.724097252,0.007240973,,,,,
Thinkpad-AMD,key generation,X25519,100,1775905014,1775905015,0.725403547,0.007254035,,,,,
Thinkpad-AMD,key generation,ECDH P-256,100,1775905077,1775905078,0.735871315,0.007358713,,,,,
Thinkpad-AMD,key generation,ML-KEM-512,100,1775905089,1775905089,0.768583298,0.007685833,,,,,
Thinkpad-AMD,key generation,ML-KEM-768,100,1775905099,1775905100,0.77329278,0.007732928,,,,,
Thinkpad-AMD,key generation,ML-KEM-1024,100,1775905121,1775905122,0.766136408,0.007661364,,,,,
Thinkpad-AMD,key generation,ML-DSA-44,100,1775905131,1775905131,0.784250975,0.00784251,,,,,
Thinkpad-AMD,key generation,ML-DSA-65,100,1775905139,1775905139,0.801560402,0.008015604,,,,,
Thinkpad-AMD,key generation,ML-DSA-87,100,1775905150,1775905151,0.797742367,0.007977424,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHA2-128s,100,1775905162,1775905165,3.296450853,0.032964509,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHA2-128f,100,1775905174,1775905175,0.797871351,0.007978714,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHAKE-128s,100,1775905186,1775905194,8.115618706,0.081156187,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHA2-192s,100,1775905207,1775905212,4.440140963,0.04440141,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHA2-192f,100,1775905222,1775905222,0.813329697,0.008133297,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHAKE-192s,100,1775905233,1775905245,11.60704017,0.116070402,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHA2-256s,100,1775905257,1775905260,3.198982239,0.031989822,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHA2-256f,100,1775905279,1775905280,0.88699913,0.008869991,,,,,
Thinkpad-AMD,key generation,SLH-DSA-SHAKE-256s,100,1775905292,1775905300,7.946651459,0.079466515,,,,,
Thinkpad-AMD,signatures,RSA-2048,100,1775905312,1775905312,0.327788353,0.003277884,,,,,
Thinkpad-AMD,signatures,ECDSA P-256,100,1775905327,1775905327,0.361906052,0.003619061,,,,,
Thinkpad-AMD,signatures,ML-DSA-44,100,1775905346,1775905346,0.471121788,0.004711218,,,,,
Thinkpad-AMD,signatures,ML-DSA-65,100,1775905371,1775905372,0.500095606,0.005000956,,,,,
Thinkpad-AMD,signatures,ML-DSA-87,100,1775905388,1775905388,0.516644955,0.00516645,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHA2-128s,100,1775905401,1775905421,19.44771791,0.194477179,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHA2-128f,100,1775905493,1775905494,1.290518999,0.01290519,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHAKE-128s,100,1775905510,1775905566,56.08386397,0.56083864,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHA2-192s,100,1775905581,1775905620,38.73218107,0.387321811,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHA2-192f,100,1775905634,1775905637,2.05681777,0.020568178,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHAKE-192s,100,1775905651,1775905750,98.71340203,0.98713402,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHA2-256s,100,1775905764,1775905800,36.03174663,0.360317466,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHA2-256f,100,1775905838,1775905842,3.774361849,0.037743618,,,,,
Thinkpad-AMD,signatures,SLH-DSA-SHAKE-256s,100,1775905857,1775905944,86.86797166,0.868679717,,,,,
